,Target Location,Time Zone (text),Home Team (text),Opponent (text),Game Time EST (text),Game Day (text),Game Time Actual (text),Week (text),Criteria ID
74,12303,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004740
75,12304,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004741
76,12305,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004742
77,12306,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004743
78,12307,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004744
79,12308,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004745
80,12309,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004746
81,12502,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9004825
82,12503,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9004826
83,12513,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9004830
84,12516,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9004833
85,12517,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9004834
86,12521,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9004837
87,12523,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9004839
88,12526,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9004842
89,12529,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9004844
90,12530,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9054848
91,12534,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9004847
92,12541,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9054850
93,12565,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9004862
94,12801,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004939
95,12804,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004941
96,12808,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004942
97,12810,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004944
98,12812,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9004945
99,12814,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004946
100,12815,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004947
101,12817,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004949
102,12824,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004954
103,12836,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004962
104,12842,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9004967
105,12843,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004968
106,12844,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004969
107,12845,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004970
108,12846,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004971
109,12847,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9004972
110,12853,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004977
111,12856,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004979
112,12860,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004983
113,12862,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004985
114,12874,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004994
115,12878,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004995
116,12885,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004997
117,12886,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9004998
118,12901,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005000
119,12903,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005001
120,12910,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005002
121,12911,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9053484
122,12912,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005003
123,12914,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005005
124,12916,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005006
125,12917,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005007
126,12918,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005008
127,12919,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005009
128,12920,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005010
129,12921,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005011
130,12922,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005012
131,12923,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005013
132,12924,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005014
133,12926,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005015
134,12927,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005016
135,12929,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005018
136,12930,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005019
137,12934,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005021
138,12935,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005022
139,12937,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005024
140,12939,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005025
141,12945,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005030
142,12952,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005033
143,12953,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005034
144,12955,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005035
145,12957,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005037
146,12958,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005038
147,12959,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005039
148,12962,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005041
149,12965,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005043
150,12966,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005044
151,12967,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005045
152,12969,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005046
153,12970,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005047
154,12972,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005048
155,12973,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005049
156,12976,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005052
157,12978,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005053
158,12979,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005054
159,12980,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005055
160,12981,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005056
161,12983,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005057
162,12985,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005058
163,12986,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005059
164,12989,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005060
165,12992,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005061
166,13020,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9054823
167,13027,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005070
168,13029,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005072
169,13030,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005073
170,13031,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005074
171,13032,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005075
172,13035,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005078
173,13037,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005080
174,13039,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005081
175,13040,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005082
176,13041,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005083
177,13045,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005086
178,13052,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005087
179,13053,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005088
180,13054,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005089
181,13057,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005090
182,13060,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005091
183,13061,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005092
184,13063,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005093
185,13066,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005095
186,13068,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005096
187,13072,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005099
188,13073,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005100
189,13077,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005103
190,13078,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005104
191,13080,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005105
192,13082,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005107
193,13084,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005109
194,13087,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005110
195,13088,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005111
196,13090,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005112
197,13101,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005114
198,13102,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005115
199,13104,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005117
200,13108,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005119
201,13110,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005120
202,13112,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005122
203,13116,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005124
204,13120,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005127
205,13122,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005128
206,13123,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005129
207,13124,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005130
208,13134,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005134
209,13136,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005136
210,13138,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005137
211,13141,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005139
212,13152,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005147
213,13153,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005148
214,13155,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005149
215,13157,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005151
216,13158,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005152
217,13159,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005153
218,13162,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005155
219,13163,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005156
220,13164,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005157
221,13202,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005161
222,13203,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005162
223,13204,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005163
224,13205,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005164
225,13206,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005165
226,13207,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005166
227,13208,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005167
228,13209,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005168
229,13210,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005169
230,13211,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005170
231,13212,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005171
232,13214,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005172
233,13215,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005173
234,13219,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005174
235,13220,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005175
236,13224,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005176
237,13244,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005177
238,13261,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005178
239,13290,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005179
240,13301,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005180
241,13303,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005182
242,13304,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005183
243,13305,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005184
244,13308,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005185
245,13309,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005186
246,13310,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005187
247,13312,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005188
248,13313,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005189
249,13314,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005190
250,13315,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005191
251,13316,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005192
252,13318,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005194
253,13319,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005195
254,13320,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005196
255,13321,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005197
256,13322,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005198
257,13323,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005199
258,13324,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005200
259,13325,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005201
260,13326,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005202
261,13327,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005203
262,13328,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005204
263,13329,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005205
264,13331,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005206
265,13332,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005207
266,13333,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005208
267,13334,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005209
268,13335,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005210
269,13337,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005211
270,13338,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005212
271,13340,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005214
272,13341,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005215
273,13342,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005216
274,13343,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005217
275,13345,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005218
276,13346,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005219
277,13348,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005220
278,13350,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005221
279,13352,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9054820
280,13353,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005222
281,13354,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005223
282,13355,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005224
283,13357,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005225
284,13360,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005226
285,13361,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005227
286,13362,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9054822
287,13363,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005228
288,13364,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005229
289,13365,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005230
290,13367,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005231
291,13368,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005232
292,13402,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005233
293,13403,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005234
294,13406,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005235
295,13407,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005236
296,13408,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005237
297,13409,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005238
298,13411,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005239
299,13413,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005240
300,13415,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005241
301,13416,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005242
302,13417,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005243
303,13418,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005244
304,13420,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005245
305,13421,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005246
306,13424,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005247
307,13425,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005248
308,13431,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005251
309,13433,EST,New England,Kansas City,08:20PM,Sunday,08:20PM,Week 6,9005252
310,13435,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9054819
311,13436,EST,Buffalo,Houston,01:00PM,Sunday,01:00PM,Week 6,9005253
312,13438,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005255
313,13439,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005256
314,13440,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005257
315,13441,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005258
316,13450,EST,NY,Indianapolis,01:00PM,Sunday,01:00PM,Week 6,9005259
